away,away_id,d_team,goalie,home,home_id,period,pp_status,scorer,type,x,y
0,21,21,8473575,2,25,2,even,8475794,GOAL,77.0,11.0
1,21,25,8471750,2,25,3,even,8475168,GOAL,72.0,19.0
0,29,29,8475683,1,30,1,even,8470595,GOAL,-78.0,3.0
1,29,30,8471227,1,30,1,even,8478460,GOAL,68.0,23.0
1,29,29,8475683,2,30,2,pp,8474589,GOAL,46.0,-18.0
1,29,29,8475683,3,30,2,even,8475157,GOAL,48.0,23.0
2,29,30,8471227,3,30,2,even,8475233,GOAL,-46.0,14.0
2,29,29,8475683,4,30,3,pp,8474589,GOAL,-70.0,6.0
3,29,30,8471227,4,30,3,even,8474715,GOAL,80.0,3.0
4,29,30,8471227,4,30,3,even,8476981,GOAL,68.0,1.0
5,29,30,8471227,4,30,4,even,8477505,GOAL,-71.0,3.0
1,18,16,8470645,0,16,2,pp,8476887,GOAL,-83.0,-7.0
1,18,18,8471469,1,16,3,pp,8469544,GOAL,-72.0,10.0
1,18,18,8471469,2,16,4,even,8476438,GOAL,83.0,4.0
0,6,6,8471418,1,53,1,even,8474131,GOAL,54.0,-24.0
1,6,53,8475839,1,53,1,even,8477956,GOAL,-64.0,33.0
2,6,53,8475839,1,53,2,sh,8478498,GOAL,54.0,28.0
3,6,53,8475839,1,53,2,even,8465009,GOAL,76.0,1.0
4,6,53,8475839,1,53,2,even,8473419,GOAL,81.0,-3.0
4,6,6,8471418,2,53,3,pp,8475171,GOAL,44.0,2.0
5,6,53,8475839,2,53,3,even,8477213,GOAL,-78.0,-2.0
6,6,53,8475839,2,53,3,pp,8478075,GOAL,-74.0,16.0
1,9,22,8475660,0,22,1,even,8474884,GOAL,-85.0,-3.0
2,9,22,8475660,0,22,1,pp,8473544,GOAL,-57.0,23.0
3,9,22,8475660,0,22,2,even,8474884,GOAL,72.0,-11.0
4,9,22,8475660,0,22,3,even,8474068,GOAL,-85.0,4.0
5,9,22,8476316,0,22,3,pp,8475227,GOAL,-35.0,3.0
6,9,22,8476316,0,22,3,even,8474068,GOAL,-70.0,15.0
6,9,9,8477237,1,22,3,sh,8476457,GOAL,32.0,-16.0
1,20,23,8474593,0,23,1,even,8470966,GOAL,66.0,-18.0
1,20,20,8469608,1,23,1,even,8473432,GOAL,-66.0,9.0
2,20,23,8474593,1,23,2,even,8474612,GOAL,-65.0,11.0
3,20,23,8474593,1,23,2,even,8477497,GOAL,-73.0,0.0
4,20,23,8474593,1,23,3,pp,8476346,GOAL,82.0,-9.0
4,20,20,8469608,2,23,3,even,8478444,GOAL,-65.0,-1.0
5,20,23,8474593,2,23,3,even,8476462,GOAL,39.0,-27.0
1,7,26,8471734,0,26,1,even,8476878,GOAL,82.0,8.0
1,7,7,8475215,1,26,2,pp,8470606,GOAL,85.0,3.0
1,7,7,8475215,2,26,3,pp,8475726,GOAL,-70.0,2.0
2,7,26,8471734,2,26,3,even,8478403,GOAL,83.0,-12.0
2,7,7,8475215,3,26,3,pp,8474563,GOAL,-40.0,-23.0
0,2,2,8471306,1,28,1,pp,8478099,GOAL,67.0,-20.0
1,2,28,8477180,1,28,1,even,8475314,GOAL,-80.0,-1.0
2,2,28,8477180,1,28,2,even,8475754,GOAL,67.0,2.0
0,6,6,8471695,1,54,2,even,8477949,GOAL,73.0,-16.0
0,6,6,8471695,2,54,2,even,8479650,GOAL,81.0,-2.0
1,6,54,8476876,2,54,3,pp,8477956,GOAL,77.0,1.0
1,7,24,8476434,0,24,1,even,8477473,GOAL,-72.0,-8.0
1,7,7,8473434,1,24,2,even,8475780,GOAL,-77.0,-1.0
2,7,24,8476434,1,24,2,even,8477933,GOAL,82.0,0.0
0,2,2,8470860,1,26,1,even,8471685,GOAL,-77.0,33.0
1,2,26,8475311,1,26,2,even,8474573,GOAL,-75.0,4.0
1,2,2,8470860,2,26,2,pp,8474162,GOAL,56.0,-16.0
1,2,2,8470860,3,26,3,sh,8474563,GOAL,-79.0,9.0
2,2,26,8475311,3,26,3,even,8475231,GOAL,82.0,-8.0
1,14,17,8470657,0,17,1,sh,8474870,GOAL,75.0,-1.0
2,14,17,8470657,0,17,1,pp,8476453,GOAL,57.0,-32.0
2,14,14,8476883,1,17,2,pp,8471716,GOAL,76.0,0.0
2,14,14,8476883,2,17,2,even,8471242,GOAL,78.0,-8.0
3,14,17,8470657,2,17,3,even,8476453,GOAL,77.0,-1.0
0,14,14,8469514,1,1,1,even,8471226,GOAL,55.0,-28.0
1,14,1,8471239,1,1,1,even,8476480,GOAL,-77.0,-3.0
2,14,1,8471239,1,1,1,pp,8476292,GOAL,-64.0,0.0
2,14,14,8469514,2,1,1,pp,8475151,GOAL,61.0,-22.0
2,14,14,8469514,3,1,1,even,8476207,GOAL,80.0,6.0
3,14,1,8471239,3,1,2,even,8476453,GOAL,52.0,22.0
4,14,1,8471239,3,1,2,even,8474564,GOAL,75.0,9.0
4,14,14,8469514,4,1,3,pp,8471226,GOAL,79.0,-7.0
1,5,3,8468685,0,3,1,even,8473548,GOAL,67.0,-18.0
2,5,3,8468685,0,3,1,even,8474176,GOAL,66.0,-17.0
2,5,5,8476899,1,3,2,even,8471976,GOAL,64.0,22.0
2,5,5,8476899,2,3,2,pp,8477402,GOAL,58.0,-4.0
2,5,5,8476899,3,3,2,even,8476468,GOAL,43.0,18.0
3,5,3,8468685,3,3,2,even,8471887,GOAL,-81.0,-1.0
3,5,5,8476899,4,3,3,sh,8473546,GOAL,-81.0,10.0
4,5,3,8468685,4,3,3,even,8471675,GOAL,93.0,-8.0
5,5,3,8468685,4,3,4,even,8471215,GOAL,-86.0,7.0
0,13,13,8466141,1,4,2,sh,8476461,GOAL,81.0,2.0
0,13,13,8466141,2,4,2,even,8476906,GOAL,52.0,8.0
0,13,13,8466141,3,4,2,pp,8473512,GOAL,65.0,-1.0
0,13,13,8466141,4,4,2,even,8474668,GOAL,79.0,-8.0
1,13,4,8473607,4,4,3,even,8473465,GOAL,81.0,7.0
1,10,15,8474651,0,15,3,sh,8477015,GOAL,81.0,-2.0
1,23,9,8467950,0,9,1,pp,8478444,GOAL,-82.0,2.0
2,23,9,8467950,0,9,2,even,8475788,GOAL,83.0,3.0
3,23,9,8467950,0,9,3,even,8470598,GOAL,-60.0,8.0
1,21,18,8471469,0,18,2,pp,8477492,GOAL,83.0,-1.0
1,21,21,8473575,1,18,2,even,8478042,GOAL,-86.0,-4.0
1,21,21,8473575,2,18,2,pp,8474600,GOAL,-85.0,7.0
1,21,21,8473575,3,18,2,sh,8476925,GOAL,-85.0,-1.0
1,21,21,8473575,4,18,3,even,8475766,GOAL,78.0,-14.0
1,29,52,8473461,0,52,2,even,8474715,GOAL,-76.0,3.0
2,29,52,8473461,0,52,2,even,8473422,GOAL,-85.0,4.0
2,29,29,8476914,1,52,2,even,8478398,GOAL,69.0,-7.0
3,29,52,8473461,1,52,2,even,8471677,GOAL,-66.0,-12.0
4,29,52,8473461,1,52,2,even,8476310,GOAL,-79.0,15.0
5,29,52,8473461,1,52,3,even,8478460,GOAL,78.0,18.0
5,29,29,8476914,2,52,3,sh,8476469,GOAL,-76.0,10.0
0,53,53,8478499,1,25,1,even,8476889,GOAL,-79.0,6.0
0,53,53,8478499,2,25,2,even,8469465,GOAL,59.0,11.0
1,53,25,8471750,2,25,2,even,8474218,GOAL,-65.0,-4.0
1,12,22,8476316,0,22,1,even,8476882,GOAL,-73.0,15.0
2,12,22,8476316,0,22,1,pp,8476882,GOAL,-70.0,19.0
3,12,22,8476316,0,22,1,pp,8477496,GOAL,-81.0,8.0
3,12,12,8470320,1,22,2,pp,8473914,GOAL,-86.0,-1.0
4,12,22,8476316,1,22,3,sh,8473533,GOAL,-69.0,-2.0
4,12,12,8470320,2,22,3,even,8476458,GOAL,76.0,3.0
4,12,12,8470320,3,22,3,even,8473473,GOAL,62.0,16.0
5,12,22,8476316,3,22,3,even,8476958,GOAL,-81.0,3.0
1,7,54,8476876,0,54,1,pp,8475158,GOAL,55.0,18.0
1,7,7,8473434,1,54,1,even,8475715,GOAL,-66.0,18.0
1,7,7,8473434,2,54,2,even,8477949,GOAL,34.0,-1.0
1,7,7,8473434,3,54,2,pp,8475191,GOAL,53.0,11.0
1,7,7,8473434,4,54,3,even,8474102,GOAL,-77.0,-5.0
2,7,54,8476876,4,54,3,pp,8475158,GOAL,70.0,-12.0
3,7,54,8476876,4,54,3,pp,8477933,GOAL,78.0,-6.0
4,7,54,8476876,4,54,3,even,8475169,GOAL,80.0,2.0
4,7,7,8473434,5,54,4,even,8474102,GOAL,62.0,4.0
0,8,8,8471679,1,28,1,even,8474053,GOAL,81.0,1.0
1,8,28,8474889,1,28,1,even,8477494,GOAL,-76.0,-6.0
1,8,8,8471679,2,28,2,even,8470794,GOAL,-70.0,3.0
1,8,8,8471679,3,28,2,even,8476881,GOAL,-86.0,3.0
2,8,28,8474889,3,28,2,pp,8470642,GOAL,60.0,18.0
2,8,8,8471679,4,28,2,pp,8474053,GOAL,-71.0,-7.0
0,17,17,8470657,1,10,1,even,8475172,GOAL,-67.0,-18.0
0,17,17,8470657,2,10,1,even,8475786,GOAL,-75.0,1.0
1,17,10,8470147,2,10,1,even,8468083,GOAL,86.0,-4.0
1,17,17,8470657,3,10,1,even,8479318,GOAL,-64.0,-14.0
1,17,17,8475852,4,10,1,even,8477015,GOAL,-59.0,-28.0
2,17,10,8470147,4,10,2,sh,8475193,GOAL,-74.0,-11.0
3,17,10,8470147,4,10,2,even,8470318,GOAL,-30.0,-33.0
3,17,17,8475852,5,10,2,pp,8476853,GOAL,44.0,13.0
0,16,16,8470645,1,19,1,even,8475768,GOAL,84.0,-10.0
0,16,16,8470645,2,19,2,even,8475768,GOAL,-78.0,-8.0
0,16,16,8470645,3,19,2,even,8475765,GOAL,-73.0,-5.0
0,16,16,8470645,4,19,3,pp,8470803,GOAL,72.0,11.0
1,16,19,8474596,4,19,3,pp,8475209,GOAL,-77.0,0.0
2,16,19,8474596,4,19,3,even,8477451,GOAL,-76.0,1.0
1,8,26,8471734,0,26,1,even,8474038,GOAL,82.0,4.0
1,8,8,8471219,1,26,1,pp,8469500,GOAL,-70.0,-2.0
1,8,8,8471219,2,26,3,even,8477960,GOAL,-81.0,-2.0
1,8,8,8471219,3,26,3,even,8469500,GOAL,-86.0,-3.0
1,8,8,8471219,4,26,3,even,8477960,GOAL,-82.0,-12.0
1,8,8,8471219,5,26,3,even,8477960,GOAL,-68.0,-5.0
1,23,6,8471418,0,6,1,even,8473432,GOAL,-63.0,0.0
1,23,23,8475195,1,6,1,even,8478075,GOAL,76.0,10.0
1,23,23,8475195,2,6,1,even,8477956,GOAL,73.0,-3.0
1,23,23,8475195,3,6,1,even,8478075,GOAL,52.0,10.0
1,23,23,8475195,4,6,1,even,8471276,GOAL,60.0,-1.0
1,23,23,8474593,5,6,2,even,8473419,GOAL,-52.0,15.0
2,23,6,8471418,5,6,2,pp,8470598,GOAL,79.0,0.0
3,23,6,8471418,5,6,2,even,8477500,GOAL,62.0,0.0
3,23,23,8474593,6,6,3,pp,8470638,GOAL,69.0,-1.0
1,2,3,8468685,0,3,1,pp,8475314,GOAL,81.0,1.0
1,2,2,8470860,1,3,1,even,8471976,GOAL,-81.0,4.0
2,2,3,8468685,1,3,1,even,8475754,GOAL,65.0,-10.0
3,2,3,8468685,1,3,2,even,8478445,GOAL,-86.0,-7.0
3,2,2,8470860,2,3,3,even,8475692,GOAL,-76.0,-3.0
3,2,2,8470860,3,3,3,even,8475763,GOAL,-88.0,18.0
1,18,4,8473607,0,4,3,sh,8476925,GOAL,59.0,-11.0
1,14,29,8475683,0,29,1,even,8479410,GOAL,-39.0,-25.0
2,14,29,8475683,0,29,2,even,8479410,GOAL,46.0,6.0
1,1,9,8467950,0,9,1,even,8480002,GOAL,-81.0,-4.0
1,1,1,8471239,1,9,1,pp,8474068,GOAL,54.0,20.0
2,1,9,8467950,1,9,1,even,8480002,GOAL,-86.0,-5.0
2,1,1,8471239,2,9,2,even,8473544,GOAL,-80.0,-3.0
2,1,1,8471239,3,9,2,pp,8470358,GOAL,-80.0,1.0
2,1,1,8471239,4,9,2,even,8471768,GOAL,-80.0,5.0
3,1,9,8467950,4,9,3,even,8475151,GOAL,-79.0,-1.0
4,1,9,8467950,4,9,3,even,8475149,GOAL,-81.0,1.0
5,1,9,8467950,4,9,4,even,8475186,GOAL,74.0,-17.0
0,22,22,8475660,1,16,1,even,8474141,GOAL,-87.0,11.0
1,22,16,8476341,1,16,1,even,8474034,GOAL,80.0,8.0
2,22,16,8476341,1,16,4,pp,8473914,GOAL,-69.0,-24.0
0,19,19,8475622,1,21,1,pp,8477021,GOAL,-81.0,8.0
1,19,21,8473541,1,21,2,even,8471669,GOAL,-73.0,14.0
2,19,21,8473541,1,21,2,even,8475768,GOAL,-80.0,-5.0
3,19,21,8473541,1,21,2,even,8478407,GOAL,-61.0,-8.0
3,19,19,8475622,2,21,3,even,8471260,GOAL,-79.0,-5.0
4,19,21,8473541,2,21,3,even,8474145,GOAL,76.0,-5.0
4,19,19,8475622,3,21,3,even,8477021,GOAL,-73.0,-2.0
1,12,20,8469608,0,20,2,even,8475784,GOAL,-58.0,-21.0
2,12,20,8469608,0,20,3,pp,8468508,GOAL,75.0,-23.0
2,12,12,8474152,1,20,3,even,8477497,GOAL,-57.0,-17.0
0,25,25,8471750,1,53,1,even,8474613,GOAL,51.0,17.0
1,25,53,8478499,1,53,1,pp,8473994,GOAL,-79.0,-1.0
2,25,53,8478499,1,53,1,even,8476889,GOAL,-79.0,6.0
2,25,25,8471750,2,53,2,even,8474613,GOAL,-71.0,7.0
3,25,53,8478499,2,53,3,even,8475730,GOAL,-63.0,25.0
3,25,25,8471750,3,53,3,even,8479343,GOAL,75.0,0.0
4,25,53,8478499,3,53,3,even,8475794,GOAL,-78.0,-1.0
5,25,53,8478499,3,53,3,even,8475794,GOAL,-56.0,23.0
5,25,25,8471750,4,53,3,even,8479343,GOAL,81.0,-5.0
0,23,23,8474593,1,7,1,even,8477473,GOAL,-82.0,5.0
1,23,7,8473434,1,7,1,even,8476440,GOAL,-80.0,-3.0
1,23,23,8474593,2,7,1,even,8478403,GOAL,74.0,-30.0
2,23,7,8473434,2,7,2,sh,8473432,GOAL,78.0,-10.0
3,23,7,8473434,2,7,2,even,8467875,GOAL,83.0,4.0
1,28,1,8476234,0,1,1,even,8477922,GOAL,-79.0,-6.0
2,28,1,8476234,0,1,2,even,8470794,GOAL,80.0,-3.0
3,28,1,8476234,0,1,2,even,8475820,GOAL,78.0,7.0
0,15,15,8474651,1,17,2,sh,8471794,GOAL,76.0,18.0
1,15,17,8475852,1,17,2,even,8477444,GOAL,-56.0,-25.0
2,15,17,8475852,1,17,3,sh,8474291,GOAL,78.0,-3.0
2,15,15,8474651,2,17,3,even,8475193,GOAL,-81.0,-23.0
2,15,15,8474651,3,17,3,pp,8475193,GOAL,-74.0,22.0
3,15,17,8475852,3,17,3,pp,8471698,GOAL,81.0,-2.0
4,15,17,8475852,3,17,4,pp,8471214,GOAL,-63.0,-13.0
0,5,5,8476899,1,13,1,even,8473465,GOAL,-88.0,-9.0
0,5,5,8476899,2,13,1,even,8477493,GOAL,-81.0,19.0
1,5,13,8466141,2,13,2,pp,8471215,GOAL,-82.0,6.0
2,5,13,8466141,2,13,2,even,8477240,GOAL,-85.0,16.0
3,5,13,8466141,2,13,2,pp,8471675,GOAL,-78.0,0.0
3,5,5,8476899,3,13,3,even,8477346,GOAL,-39.0,18.0
4,5,13,8473503,3,13,3,pp,8477839,GOAL,77.0,-7.0
0,30,30,8471227,1,52,1,pp,8479339,GOAL,-66.0,-22.0
0,30,30,8471227,2,52,1,even,8477940,GOAL,-72.0,3.0
1,30,52,8476945,2,52,1,even,8473485,GOAL,79.0,1.0
2,30,52,8476945,2,52,2,even,8469459,GOAL,-77.0,6.0
3,30,52,8476945,2,52,2,pp,8475220,GOAL,-78.0,1.0
3,30,30,8471227,3,52,2,pp,8479339,GOAL,56.0,15.0
3,30,30,8471227,4,52,3,even,8471218,GOAL,-82.0,3.0
0,8,8,8471679,1,24,1,even,8477929,GOAL,82.0,10.0
0,8,8,8471679,2,24,1,pp,8474683,GOAL,79.0,-3.0
0,8,8,8471679,3,24,1,even,8468535,GOAL,64.0,13.0
1,8,24,8476434,3,24,2,even,8474038,GOAL,80.0,7.0
2,8,24,8476434,3,24,2,pp,8475848,GOAL,82.0,-4.0
2,8,8,8471679,4,24,3,even,8477986,GOAL,72.0,31.0
2,8,8,8471679,5,24,3,even,8474683,GOAL,84.0,-7.0
2,8,8,8471679,6,24,3,even,8475780,GOAL,77.0,7.0
0,18,18,8477424,1,3,1,even,8475855,GOAL,-87.0,0.0
0,18,18,8477424,2,3,1,pp,8475184,GOAL,-78.0,5.0
1,18,3,8468685,2,3,2,even,8475218,GOAL,-60.0,4.0
1,18,18,8477424,3,3,2,even,8475763,GOAL,82.0,-6.0
2,18,3,8468685,3,3,2,even,8476887,GOAL,-85.0,-4.0
0,22,22,8475660,1,4,1,pp,8473512,GOAL,-78.0,-14.0
1,22,4,8470880,1,4,2,even,8474034,GOAL,-84.0,31.0
1,22,22,8475660,2,4,3,even,8474190,GOAL,-69.0,10.0
0,7,7,8475215,1,6,1,even,8477956,GOAL,85.0,-7.0
0,7,7,8475215,2,6,1,pp,8473419,GOAL,77.0,3.0
0,7,7,8475215,3,6,2,even,8473419,GOAL,-51.0,15.0
1,7,6,8471418,3,6,2,even,8469506,GOAL,55.0,-15.0
1,7,7,8475215,4,6,2,even,8477956,GOAL,-61.0,-6.0
2,7,6,8471418,4,6,2,even,8478403,GOAL,72.0,5.0
3,7,6,8471418,4,6,3,even,8471678,GOAL,-64.0,1.0
4,7,6,8471418,4,6,3,even,8475169,GOAL,-76.0,3.0
5,7,6,8471418,4,6,4,even,8475158,GOAL,72.0,1.0
0,10,10,8475883,1,9,1,even,8470775,GOAL,85.0,3.0
0,10,10,8475883,2,9,2,even,8476288,GOAL,-67.0,-1.0
0,10,10,8475883,3,9,2,even,8473544,GOAL,-76.0,14.0
1,10,9,8467950,3,9,3,even,8474037,GOAL,-72.0,-2.0
2,10,9,8467950,3,9,3,even,8479318,GOAL,-58.0,2.0
2,10,10,8475883,4,9,3,even,8475913,GOAL,77.0,-1.0
3,10,9,8467950,4,9,3,pp,8477939,GOAL,-64.0,19.0
3,10,10,8475883,5,9,3,even,8473544,GOAL,60.0,18.0
0,5,5,8474550,1,14,1,pp,8476453,GOAL,65.0,-13.0
0,5,5,8474550,2,14,1,pp,8474564,GOAL,73.0,9.0
0,5,5,8474550,3,14,1,even,8476826,GOAL,77.0,-3.0
0,5,5,8474550,4,14,2,even,8478010,GOAL,-78.0,4.0
0,5,5,8474550,5,14,2,even,8471873,GOAL,-45.0,-14.0
0,5,5,8474550,6,14,2,even,8476453,GOAL,-57.0,16.0
0,5,5,8474550,7,14,3,pp,8479410,GOAL,66.0,0.0
1,5,14,8476883,7,14,3,pp,8477404,GOAL,-71.0,0.0
1,28,2,8471306,0,2,2,pp,8474053,GOAL,66.0,-5.0
1,28,28,8477180,1,2,2,even,8475314,GOAL,-82.0,-4.0
1,28,28,8477180,2,2,2,even,8474573,GOAL,-80.0,-2.0
2,28,2,8471306,2,2,2,even,8474053,GOAL,50.0,14.0
2,28,28,8477180,3,2,3,even,8471217,GOAL,58.0,8.0
2,28,28,8477180,4,2,3,even,8475314,GOAL,84.0,5.0
3,28,2,8471306,4,2,3,even,8474053,GOAL,-81.0,0.0
1,13,15,8475831,0,15,1,even,8475736,GOAL,81.0,-5.0
2,13,15,8475831,0,15,1,pp,8474149,GOAL,70.0,5.0
3,13,15,8475831,0,15,2,pp,8476389,GOAL,-68.0,-20.0
3,13,13,8473503,1,15,2,even,8477043,GOAL,69.0,3.0
0,26,26,8471734,1,29,1,pp,8473422,GOAL,73.0,-8.0
1,26,29,8475683,1,29,1,even,8471685,GOAL,-60.0,-6.0
2,26,29,8475683,1,29,1,even,8473453,GOAL,-75.0,-18.0
2,26,26,8471734,2,29,1,even,8477416,GOAL,82.0,2.0
2,26,26,8471734,3,29,1,even,8474685,GOAL,83.0,0.0
3,26,29,8475683,3,29,2,even,8474162,GOAL,61.0,19.0
4,26,29,8475683,3,29,2,even,8474563,GOAL,69.0,4.0
4,26,26,8471734,4,29,2,even,8477947,GOAL,-76.0,4.0
5,26,29,8475683,4,29,3,even,8471685,GOAL,-80.0,3.0
0,12,12,8474152,1,25,1,even,8473994,GOAL,-56.0,14.0
0,12,12,8474152,2,25,1,even,8475752,GOAL,-83.0,4.0
0,12,12,8474152,3,25,2,even,8475794,GOAL,64.0,3.0
0,12,12,8474152,4,25,2,even,8475752,GOAL,80.0,4.0
1,12,25,8471750,4,25,2,even,8475784,GOAL,-79.0,9.0
2,12,25,8471750,4,25,3,even,8475784,GOAL,82.0,-1.0
3,12,25,8471750,4,25,3,even,8473533,GOAL,81.0,1.0
0,16,16,8470645,1,53,1,even,8478432,GOAL,78.0,-6.0
1,16,53,8475839,1,53,1,pp,8475209,GOAL,-81.0,-1.0
2,16,53,8475839,1,53,2,even,8474141,GOAL,77.0,3.0
2,16,16,8470645,2,53,2,sh,8479343,GOAL,-77.0,1.0
3,16,53,8475839,2,53,3,even,8474642,GOAL,-80.0,0.0
1,30,20,8469608,0,20,2,pp,8473485,GOAL,-79.0,-11.0
1,30,30,8471774,1,20,2,even,8477497,GOAL,74.0,7.0
1,30,30,8471774,2,20,3,pp,8471346,GOAL,-83.0,1.0
2,30,20,8469608,2,20,3,even,8470600,GOAL,34.0,-26.0
3,30,20,8469608,2,20,3,even,8474716,GOAL,57.0,-31.0
1,19,54,8476876,0,54,1,even,8475175,GOAL,87.0,2.0
1,19,19,8474596,1,54,2,pp,8475191,GOAL,56.0,16.0
1,19,19,8474596,2,54,2,pp,8476525,GOAL,66.0,-26.0
2,19,54,8476861,2,54,3,even,8474565,GOAL,49.0,15.0
2,19,19,8474596,3,54,4,even,8476448,GOAL,57.0,-15.0
1,23,17,8470657,0,17,1,even,8476466,GOAL,84.0,-3.0
1,23,23,8474593,1,17,1,even,8477511,GOAL,-63.0,-24.0
2,23,17,8470657,1,17,2,even,8473432,GOAL,-81.0,0.0
3,23,17,8470657,1,17,2,even,8476466,GOAL,-56.0,14.0
4,23,17,8470657,1,17,2,even,8477937,GOAL,-84.0,5.0
0,26,26,8471734,1,10,1,even,8474709,GOAL,-37.0,24.0
0,26,26,8471734,2,10,2,pp,8475098,GOAL,83.0,0.0
1,26,10,8475883,2,10,2,even,8477960,GOAL,-69.0,15.0
1,26,26,8471734,3,10,3,even,8466139,GOAL,-73.0,-7.0
2,26,10,8475883,3,10,3,sh,8473453,GOAL,81.0,0.0
1,28,3,8468685,0,3,1,even,8474053,GOAL,36.0,-5.0
2,28,3,8468685,0,3,1,even,8475841,GOAL,82.0,-33.0
3,28,3,8468685,0,3,2,even,8475820,GOAL,-75.0,-13.0
4,28,3,8468685,0,3,3,even,8477922,GOAL,81.0,-4.0
4,28,28,8474889,1,3,3,even,8476459,GOAL,-70.0,-14.0
0,17,17,8470657,1,7,2,even,8471678,GOAL,-88.0,6.0
1,53,2,8470860,0,2,1,pp,8477407,GOAL,-81.0,-9.0
1,53,53,8475839,1,2,2,even,8475166,GOAL,-72.0,3.0
1,53,53,8475839,2,2,2,even,8475166,GOAL,-81.0,-7.0
2,53,2,8470860,2,2,3,even,8474131,GOAL,-64.0,6.0
2,53,53,8475839,3,2,3,pp,8475754,GOAL,64.0,-21.0
3,53,2,8470860,3,2,3,even,8476393,GOAL,-73.0,-7.0
3,53,53,8475839,4,2,3,even,8475166,GOAL,66.0,7.0
3,53,53,8475839,5,2,3,even,8476429,GOAL,32.0,-23.0
0,24,24,8476434,1,4,1,even,8476461,GOAL,-82.0,2.0
1,24,4,8470880,1,4,1,pp,8478131,GOAL,83.0,2.0
2,24,4,8470880,1,4,2,even,8477986,GOAL,-69.0,8.0
3,24,4,8470880,1,4,2,pp,8477941,GOAL,-80.0,1.0
4,24,4,8470880,1,4,2,even,8476483,GOAL,-84.0,5.0
5,24,4,8470880,1,4,3,sh,8470612,GOAL,71.0,-28.0
5,24,24,8476434,2,4,3,even,8476461,GOAL,-84.0,5.0
6,24,4,8470880,2,4,3,pp,8478131,GOAL,83.0,5.0
0,22,22,8475660,1,5,3,even,8474013,GOAL,55.0,-6.0
1,22,5,8476899,1,5,3,even,8478402,GOAL,-67.0,-18.0
1,22,22,8475660,2,5,4,even,8473548,GOAL,-63.0,4.0
1,14,12,8474152,0,12,1,pp,8474870,GOAL,84.0,-4.0
2,14,12,8474152,0,12,2,even,8479410,GOAL,-55.0,-19.0
2,14,14,8476883,1,12,3,even,8476958,GOAL,-48.0,17.0
5,14,12,8474152,1,12,3,even,8476453,GOAL,76.0,1.0
1,13,8,8471679,0,8,2,even,8471735,GOAL,-64.0,-10.0
1,13,13,8473503,1,8,2,pp,8476851,GOAL,66.0,14.0
1,13,13,8473503,2,8,2,pp,8470642,GOAL,53.0,29.0
1,13,13,8473503,3,8,2,even,8475848,GOAL,75.0,-11.0
1,13,13,8473503,4,8,3,even,8470642,GOAL,-60.0,34.0
1,13,13,8473503,5,8,3,even,8474157,GOAL,-83.0,-8.0
1,26,9,8477237,0,9,1,even,8474166,GOAL,-45.0,-16.0
1,26,26,8475311,1,9,1,even,8470602,GOAL,52.0,28.0
1,26,26,8475311,2,9,3,sh,8470775,GOAL,86.0,5.0
2,26,9,8477237,2,9,3,even,8477960,GOAL,-81.0,6.0
0,20,20,8469608,1,18,1,pp,8476887,GOAL,84.0,-1.0
0,20,20,8469608,2,18,1,pp,8474600,GOAL,63.0,-21.0
1,20,18,8471469,2,18,3,pp,8479314,GOAL,-72.0,11.0
2,20,18,8471469,2,18,3,even,8475907,GOAL,-81.0,1.0
1,23,30,8471227,0,30,3,even,8477937,GOAL,66.0,11.0
1,25,21,8473575,0,21,1,even,8473994,GOAL,82.0,18.0
1,25,25,8471750,1,21,1,pp,8476442,GOAL,-77.0,5.0
1,25,25,8471750,2,21,2,even,8476442,GOAL,83.0,6.0
2,25,21,8473575,2,21,2,even,8476439,GOAL,-76.0,3.0
2,25,25,8471750,3,21,2,even,8476455,GOAL,85.0,-7.0
2,25,25,8470140,4,21,2,even,8474717,GOAL,52.0,34.0
3,25,21,8473575,4,21,3,even,8475906,GOAL,60.0,0.0
1,16,54,8476861,0,54,1,sh,8477401,GOAL,86.0,6.0
1,16,16,8470645,1,54,1,even,8476448,GOAL,-81.0,5.0
1,16,16,8470645,2,54,1,even,8477931,GOAL,-84.0,-2.0
1,16,16,8470645,3,54,2,even,8477930,GOAL,64.0,1.0
1,16,16,8470645,4,54,3,pp,8476539,GOAL,-69.0,-21.0
2,16,54,8476861,4,54,3,even,8474141,GOAL,76.0,-1.0
0,7,7,8473434,1,29,1,pp,8477416,GOAL,45.0,-16.0
0,7,7,8473434,2,29,2,even,8477495,GOAL,-50.0,17.0
0,7,7,8473434,3,29,2,even,8473422,GOAL,-86.0,2.0
0,7,7,8473434,4,29,2,even,8474685,GOAL,-84.0,2.0
1,7,29,8475683,4,29,3,pp,8476495,GOAL,-55.0,15.0
1,7,7,8473434,5,29,3,even,8476981,GOAL,51.0,18.0
1,20,19,8474596,0,19,1,even,8474150,GOAL,-68.0,4.0
1,20,20,8475663,1,19,1,even,8470257,GOAL,83.0,-20.0
1,20,20,8475663,2,19,2,pp,8475768,GOAL,-76.0,8.0
1,20,20,8475663,3,19,2,even,8474565,GOAL,-57.0,22.0
2,20,19,8474596,3,19,2,even,8474150,GOAL,78.0,-1.0
2,20,20,8475663,4,19,3,even,8471669,GOAL,82.0,-13.0
0,28,28,8474889,1,6,1,sh,8478046,GOAL,76.0,-4.0
