away,away_id,d_team,defender,home,home_id,period,pp_status,shooter,type,x,y
2,14,14,8476975,1,3,2,even,8480072,BLOCKED_SHOT,66.0,15.0
2,14,14,8471958,1,3,2,even,8476303,BLOCKED_SHOT,64.0,14.0
2,14,3,8476869,1,3,2,even,8476453,BLOCKED_SHOT,-65.0,14.0
2,14,3,8480078,1,3,2,even,8471873,BLOCKED_SHOT,-76.0,-2.0
2,14,3,8475692,1,3,2,even,8470601,BLOCKED_SHOT,-43.0,25.0
2,14,3,8475763,1,3,2,sh,8474564,BLOCKED_SHOT,-70.0,3.0
5,14,3,8471976,1,3,3,even,8479410,BLOCKED_SHOT,67.0,-1.0
5,14,14,8478519,1,3,3,sh,8477402,BLOCKED_SHOT,-61.0,4.0
5,14,14,8474151,3,3,3,even,8475184,BLOCKED_SHOT,-84.0,8.0
5,14,14,8476826,3,3,3,even,8476450,BLOCKED_SHOT,-67.0,-13.0
0,12,15,8474291,0,15,1,even,8477496,BLOCKED_SHOT,81.0,-4.0
0,12,15,8479482,0,15,1,even,8475753,BLOCKED_SHOT,70.0,3.0
0,12,15,8474590,0,15,1,even,8476858,BLOCKED_SHOT,72.0,2.0
0,12,15,8471702,0,15,1,even,8475807,BLOCKED_SHOT,64.0,25.0
1,12,12,8477845,1,15,2,even,8476880,BLOCKED_SHOT,65.0,-17.0
1,12,15,8475758,1,15,2,even,8468508,BLOCKED_SHOT,-60.0,2.0
1,12,15,8471702,1,15,2,even,8478396,BLOCKED_SHOT,-73.0,20.0
2,12,15,8477043,1,15,2,even,8468508,BLOCKED_SHOT,-57.0,3.0
2,12,15,8471702,1,15,2,sh,8475784,BLOCKED_SHOT,-65.0,-12.0
2,12,12,8476958,1,15,2,even,8479482,BLOCKED_SHOT,73.0,-1.0
2,12,12,8476958,1,15,3,even,8471698,BLOCKED_SHOT,-66.0,21.0
2,12,12,8475753,1,15,3,even,8476880,BLOCKED_SHOT,-60.0,9.0
2,12,15,8477043,1,15,3,even,8476882,BLOCKED_SHOT,63.0,21.0
2,12,15,8471702,1,15,3,even,8476934,BLOCKED_SHOT,60.0,-2.0
2,12,12,8477938,1,15,3,even,8474189,BLOCKED_SHOT,-66.0,1.0
2,12,15,8475200,1,15,3,even,8478396,BLOCKED_SHOT,77.0,7.0
2,12,15,8479482,1,15,3,even,8477845,BLOCKED_SHOT,73.0,2.0
2,12,15,8475758,1,15,3,even,8470740,BLOCKED_SHOT,68.0,16.0
2,12,15,8477444,1,15,3,even,8477938,BLOCKED_SHOT,31.0,26.0
2,12,12,8476958,1,15,3,even,8471214,BLOCKED_SHOT,-64.0,-21.0
3,12,12,8477458,1,15,3,even,8474189,BLOCKED_SHOT,-61.0,23.0
3,12,12,8477845,1,15,3,even,8474189,BLOCKED_SHOT,-73.0,-13.0
3,12,12,8475753,1,15,3,even,8477444,BLOCKED_SHOT,-61.0,14.0
4,12,12,8477845,1,15,3,even,8477043,BLOCKED_SHOT,-65.0,3.0
4,12,12,8476858,1,15,3,even,8477043,BLOCKED_SHOT,-48.0,-19.0
4,12,12,8477845,1,15,3,even,8475200,BLOCKED_SHOT,-63.0,-2.0
4,12,12,8477845,1,15,3,sh,8471214,BLOCKED_SHOT,-64.0,-18.0
0,16,21,8475729,0,21,1,even,8478106,BLOCKED_SHOT,63.0,13.0
0,16,21,8477507,0,21,1,even,8478561,BLOCKED_SHOT,62.0,7.0
0,16,21,8471262,0,21,1,even,8478561,BLOCKED_SHOT,84.0,10.0
0,16,21,8477492,0,21,1,even,8469544,BLOCKED_SHOT,88.0,5.0
0,16,16,8476430,0,21,1,even,8477413,BLOCKED_SHOT,-72.0,24.0
0,16,21,8477456,0,21,1,even,8470607,BLOCKED_SHOT,38.0,-24.0
0,16,21,8479398,0,21,1,even,8474141,BLOCKED_SHOT,77.0,-3.0
0,16,16,8477851,0,21,1,even,8477021,BLOCKED_SHOT,-79.0,-7.0
0,16,16,8477851,0,21,1,even,8477413,BLOCKED_SHOT,-76.0,-7.0
0,16,16,8476979,0,21,1,even,8475268,BLOCKED_SHOT,-76.0,0.0
0,16,16,8470281,0,21,1,even,8477492,BLOCKED_SHOT,-88.0,5.0
0,16,16,8470281,0,21,1,even,8477492,BLOCKED_SHOT,-74.0,1.0
0,16,21,8479398,1,21,1,even,8480153,BLOCKED_SHOT,52.0,10.0
0,16,21,8477507,1,21,2,even,8476430,BLOCKED_SHOT,-82.0,-2.0
0,16,16,8470607,1,21,2,even,8476455,BLOCKED_SHOT,66.0,14.0
0,16,16,8476473,1,21,2,even,8477507,BLOCKED_SHOT,70.0,4.0
0,16,16,8477951,1,21,2,even,8471260,BLOCKED_SHOT,67.0,-3.0
0,16,16,8479595,1,21,2,even,8475729,BLOCKED_SHOT,62.0,-5.0
0,16,21,8477413,1,21,2,sh,8476994,BLOCKED_SHOT,-74.0,0.0
0,16,16,8470607,1,21,2,pp,8477492,BLOCKED_SHOT,69.0,15.0
0,16,16,8480153,2,21,2,even,8474660,BLOCKED_SHOT,62.0,3.0
0,16,21,8475747,2,21,2,even,8476430,BLOCKED_SHOT,-67.0,-10.0
0,16,21,8475729,2,21,2,even,8469544,BLOCKED_SHOT,-74.0,4.0
0,16,16,8477851,2,21,2,even,8477507,BLOCKED_SHOT,72.0,-5.0
0,16,21,8474660,2,21,2,even,8470607,BLOCKED_SHOT,-84.0,17.0
0,16,21,8475729,2,21,2,even,8470607,BLOCKED_SHOT,-79.0,7.0
0,16,16,8478106,2,21,2,even,8477456,BLOCKED_SHOT,73.0,1.0
0,16,16,8479595,2,21,2,even,8477456,BLOCKED_SHOT,77.0,9.0
0,16,16,8476979,2,21,3,even,8476442,BLOCKED_SHOT,-81.0,2.0
0,16,16,8479595,2,21,3,sh,8476855,BLOCKED_SHOT,-61.0,18.0
0,16,16,8478106,3,21,3,even,8475729,BLOCKED_SHOT,-57.0,28.0
0,16,21,8474660,4,21,3,even,8476473,BLOCKED_SHOT,80.0,-1.0
0,16,21,8476855,4,21,3,even,8480153,BLOCKED_SHOT,81.0,5.0
0,16,16,8474141,4,21,3,even,8477507,BLOCKED_SHOT,-76.0,0.0
0,16,21,8475747,4,21,3,even,8470607,BLOCKED_SHOT,85.0,-18.0
0,16,21,8475729,4,21,3,even,8479595,BLOCKED_SHOT,78.0,18.0
0,16,21,8475197,4,21,3,even,8478561,BLOCKED_SHOT,79.0,16.0
0,16,21,8475268,4,21,3,even,8476994,BLOCKED_SHOT,58.0,1.0
0,16,16,8477851,5,21,3,even,8475747,BLOCKED_SHOT,-75.0,-2.0
1,26,26,8477850,0,24,1,even,8475764,BLOCKED_SHOT,74.0,-6.0
1,26,26,8475726,0,24,1,even,8475764,BLOCKED_SHOT,46.0,15.0
1,26,26,8470604,0,24,1,even,8471699,BLOCKED_SHOT,72.0,-12.0
1,26,26,8474166,0,24,1,even,8474641,BLOCKED_SHOT,81.0,6.0
1,26,24,8477986,0,24,2,even,8476356,BLOCKED_SHOT,82.0,-10.0
1,26,24,8466251,0,24,2,even,8476983,BLOCKED_SHOT,38.0,-33.0
1,26,26,8474166,0,24,2,even,8477986,BLOCKED_SHOT,-71.0,20.0
1,26,24,8470612,0,24,2,even,8476871,BLOCKED_SHOT,81.0,3.0
1,26,24,8470612,0,24,2,even,8476983,BLOCKED_SHOT,81.0,1.0
1,26,24,8476312,0,24,2,even,8476356,BLOCKED_SHOT,78.0,-9.0
1,26,24,8470621,0,24,2,even,8475726,BLOCKED_SHOT,76.0,12.0
1,26,24,8474641,0,24,2,even,8470602,BLOCKED_SHOT,57.0,24.0
1,26,26,8477960,0,24,2,even,8477986,BLOCKED_SHOT,-66.0,18.0
1,26,26,8470606,0,24,2,even,8467400,BLOCKED_SHOT,18.0,36.0
1,26,26,8474563,0,24,2,even,8470621,BLOCKED_SHOT,-73.0,-1.0
1,26,26,8474166,0,24,2,even,8475764,BLOCKED_SHOT,-64.0,-12.0
1,26,26,8476983,0,24,2,even,8477941,BLOCKED_SHOT,-64.0,-11.0
1,26,26,8476983,0,24,2,even,8478131,BLOCKED_SHOT,-70.0,-8.0
1,26,24,8477986,1,24,3,even,8475726,BLOCKED_SHOT,-81.0,18.0
1,26,26,8476983,1,24,3,even,8476806,BLOCKED_SHOT,61.0,-17.0
1,26,24,8467400,1,24,3,even,8470604,BLOCKED_SHOT,-61.0,5.0
1,26,26,8470604,1,24,3,even,8477969,BLOCKED_SHOT,56.0,8.0
1,26,24,8476312,1,24,3,even,8470775,BLOCKED_SHOT,-79.0,9.0
1,26,24,8476312,1,24,3,even,8470602,BLOCKED_SHOT,-73.0,3.0
1,26,26,8470602,1,24,3,even,8478131,BLOCKED_SHOT,81.0,-10.0
1,26,26,8475762,1,24,3,even,8478131,BLOCKED_SHOT,69.0,-16.0
1,26,26,8475762,1,24,3,even,8476483,BLOCKED_SHOT,48.0,8.0
1,26,26,8470602,1,24,3,even,8477941,BLOCKED_SHOT,65.0,-2.0
1,26,24,8470616,1,24,4,even,8470604,BLOCKED_SHOT,72.0,-15.0
1,26,26,8474166,1,24,4,even,8476854,BLOCKED_SHOT,-64.0,7.0
0,19,19,8476441,0,54,1,even,8476539,BLOCKED_SHOT,-57.0,-2.0
0,19,54,8477949,0,54,1,even,8474565,BLOCKED_SHOT,46.0,-28.0
1,19,54,8475188,1,54,1,even,8476441,BLOCKED_SHOT,76.0,1.0
1,19,19,8473534,1,54,1,even,8476525,BLOCKED_SHOT,-39.0,18.0
1,19,54,8476525,2,54,1,even,8476897,BLOCKED_SHOT,70.0,14.0
1,19,19,8476441,2,54,1,even,8477447,BLOCKED_SHOT,45.0,20.0
2,19,19,8474565,2,54,1,even,8476539,BLOCKED_SHOT,-66.0,8.0
2,19,54,8476525,2,54,2,even,8475768,BLOCKED_SHOT,-55.0,-7.0
2,19,19,8473534,2,54,2,even,8477447,BLOCKED_SHOT,64.0,32.0
2,19,54,8477220,2,54,2,even,8470803,BLOCKED_SHOT,-64.0,-21.0
2,19,54,8477220,2,54,2,even,8475765,BLOCKED_SHOT,-48.0,21.0
2,19,19,8476441,2,54,2,even,8468674,BLOCKED_SHOT,79.0,-20.0
2,19,54,8471817,2,54,2,even,8478407,BLOCKED_SHOT,-49.0,-19.0
2,19,54,8476779,2,54,2,even,8470257,BLOCKED_SHOT,44.0,17.0
2,19,54,8476539,2,54,2,even,8470257,BLOCKED_SHOT,48.0,1.0
2,19,54,8475193,2,54,2,pp,8470257,BLOCKED_SHOT,-62.0,8.0
2,19,19,8474145,2,54,2,sh,8471707,BLOCKED_SHOT,66.0,7.0
2,19,19,8476441,2,54,2,sh,8476539,BLOCKED_SHOT,64.0,0.0
2,19,54,8476448,2,54,2,even,8475765,BLOCKED_SHOT,-63.0,28.0
2,19,54,8475188,2,54,2,even,8471743,BLOCKED_SHOT,-75.0,8.0
2,19,54,8476779,2,54,2,even,8476892,BLOCKED_SHOT,-72.0,0.0
2,19,54,8476779,2,54,2,even,8470803,BLOCKED_SHOT,-71.0,-3.0
2,19,54,8477220,2,54,2,even,8475768,BLOCKED_SHOT,-66.0,16.0
2,19,19,8474145,3,54,2,even,8476539,BLOCKED_SHOT,75.0,-16.0
2,19,54,8475287,3,54,3,even,8476436,BLOCKED_SHOT,80.0,40.0
2,19,19,8476892,3,54,3,even,8477447,BLOCKED_SHOT,-84.0,-29.0
3,19,54,8475188,3,54,3,even,8475768,BLOCKED_SHOT,76.0,12.0
3,19,19,8474565,3,54,3,even,8471707,BLOCKED_SHOT,-65.0,-24.0
3,19,19,8471743,3,54,3,even,8476539,BLOCKED_SHOT,-67.0,9.0
3,19,54,8468674,3,54,3,even,8473534,BLOCKED_SHOT,58.0,17.0
3,19,54,8476779,3,54,3,even,8470803,BLOCKED_SHOT,80.0,2.0
3,19,19,8471743,3,54,3,even,8471707,BLOCKED_SHOT,-74.0,-10.0
3,19,19,8476892,3,54,3,even,8475193,BLOCKED_SHOT,-60.0,22.0
3,19,19,8474565,3,54,3,even,8477447,BLOCKED_SHOT,-84.0,-3.0
3,19,19,8476441,3,54,3,even,8477949,BLOCKED_SHOT,-69.0,2.0
1,13,13,8475760,0,6,1,even,8476792,BLOCKED_SHOT,40.0,23.0
1,13,13,8474230,1,6,1,even,8471717,BLOCKED_SHOT,42.0,-26.0
1,13,6,8476792,2,6,1,even,8477932,BLOCKED_SHOT,-74.0,4.0
1,13,13,8475796,2,6,1,even,8478498,BLOCKED_SHOT,70.0,5.0
1,13,6,8478443,2,6,1,even,8477493,BLOCKED_SHOT,-76.0,-5.0
1,13,6,8477213,2,6,1,even,8475755,BLOCKED_SHOT,-66.0,7.0
1,13,13,8474098,2,6,1,even,8474207,BLOCKED_SHOT,40.0,19.0
1,13,6,8471276,3,6,2,even,8477346,BLOCKED_SHOT,66.0,4.0
1,13,6,8471717,3,6,2,pp,8471735,BLOCKED_SHOT,71.0,0.0
1,13,13,8477493,4,6,2,even,8470638,BLOCKED_SHOT,-62.0,-17.0
1,13,13,8475755,5,6,2,even,8478046,BLOCKED_SHOT,-75.0,-22.0
1,13,13,8475755,5,6,3,even,8473419,BLOCKED_SHOT,76.0,-4.0
1,13,6,8471717,5,6,3,sh,8477932,BLOCKED_SHOT,-69.0,-13.0
1,13,13,8474098,5,6,3,even,8478443,BLOCKED_SHOT,75.0,-7.0
0,9,9,8474697,0,17,1,even,8478176,BLOCKED_SHOT,-70.0,19.0
0,9,17,8470318,0,17,1,even,8471676,BLOCKED_SHOT,54.0,-18.0
0,9,9,8470358,0,17,1,sh,8478176,BLOCKED_SHOT,-57.0,-2.0
0,9,9,8476879,0,17,1,even,8477215,BLOCKED_SHOT,-55.0,-24.0
0,9,17,8470318,0,17,1,sh,8478488,BLOCKED_SHOT,61.0,-21.0
0,9,9,8474697,0,17,1,even,8477511,BLOCKED_SHOT,-48.0,-13.0
0,9,17,8470318,0,17,1,sh,8478469,BLOCKED_SHOT,64.0,-20.0
0,9,17,8476924,0,17,1,even,8478469,BLOCKED_SHOT,39.0,28.0
0,9,9,8474697,0,17,2,even,8478176,BLOCKED_SHOT,76.0,-24.0
0,9,9,8471768,0,17,2,sh,8468509,BLOCKED_SHOT,48.0,-7.0
0,9,9,8474578,1,17,2,even,8477479,BLOCKED_SHOT,60.0,-4.0
0,9,9,8476419,1,17,2,even,8471716,BLOCKED_SHOT,59.0,2.0
0,9,17,8475324,1,17,2,even,8476288,BLOCKED_SHOT,-61.0,-6.0
0,9,17,8475324,1,17,2,even,8478469,BLOCKED_SHOT,-80.0,-8.0
0,9,9,8474884,1,17,2,even,8478431,BLOCKED_SHOT,64.0,12.0
0,9,9,8476368,1,17,2,even,8468509,BLOCKED_SHOT,72.0,-11.0
0,9,17,8477215,1,17,2,sh,8478469,BLOCKED_SHOT,-70.0,-8.0
0,9,9,8476879,1,17,2,even,8470110,BLOCKED_SHOT,65.0,3.0
0,9,17,8470318,1,17,3,even,8476368,BLOCKED_SHOT,59.0,8.0
0,9,17,8475324,1,17,3,sh,8471676,BLOCKED_SHOT,57.0,12.0
0,9,17,8471794,1,17,3,sh,8478846,BLOCKED_SHOT,46.0,-20.0
0,9,17,8478431,2,17,3,even,8474884,BLOCKED_SHOT,62.0,-6.0
0,9,17,8470318,2,17,3,even,8476879,BLOCKED_SHOT,57.0,-20.0
0,9,17,8474679,2,17,3,even,8478469,BLOCKED_SHOT,49.0,19.0
0,9,17,8468509,2,17,3,pp,8475168,BLOCKED_SHOT,68.0,8.0
0,29,23,8473415,0,23,1,even,8477947,BLOCKED_SHOT,60.0,3.0
0,29,29,8475233,0,23,1,even,8477500,BLOCKED_SHOT,-79.0,-1.0
0,29,29,8477495,0,23,1,even,8476423,BLOCKED_SHOT,-44.0,-10.0
0,29,23,8471303,0,23,1,even,8478460,BLOCKED_SHOT,71.0,5.0
0,29,29,8474715,0,23,1,even,8474091,BLOCKED_SHOT,-63.0,-5.0
0,29,23,8471303,0,23,1,even,8479400,BLOCKED_SHOT,67.0,8.0
0,29,29,8477495,0,23,1,even,8479442,BLOCKED_SHOT,-79.0,0.0
1,29,23,8475423,0,23,1,even,8476850,BLOCKED_SHOT,56.0,18.0
1,29,23,8477353,0,23,1,even,8474013,BLOCKED_SHOT,54.0,25.0
1,29,23,8473415,0,23,1,even,8471273,BLOCKED_SHOT,60.0,16.0
1,29,29,8478906,0,23,1,even,8474584,BLOCKED_SHOT,-49.0,-25.0
1,29,23,8471303,0,23,1,even,8475233,BLOCKED_SHOT,41.0,-24.0
1,29,23,8475423,0,23,2,even,8478460,BLOCKED_SHOT,-48.0,-28.0
1,29,29,8476850,0,23,2,even,8477937,BLOCKED_SHOT,59.0,18.0
1,29,23,8479442,0,23,2,even,8478550,BLOCKED_SHOT,-79.0,-6.0
1,29,23,8477085,1,23,2,even,8471273,BLOCKED_SHOT,-77.0,-1.0
1,29,23,8476423,2,23,2,even,8478460,BLOCKED_SHOT,-61.0,7.0
1,29,23,8471303,2,23,2,even,8477416,BLOCKED_SHOT,-73.0,9.0
1,29,23,8477937,2,23,3,even,8477416,BLOCKED_SHOT,56.0,-4.0
1,29,23,8473415,2,23,3,even,8474685,BLOCKED_SHOT,83.0,-5.0
1,29,29,8471273,3,23,3,even,8477937,BLOCKED_SHOT,-80.0,-5.0
1,29,23,8477353,3,23,3,even,8477495,BLOCKED_SHOT,70.0,11.0
1,29,23,8476884,3,23,3,even,8479400,BLOCKED_SHOT,76.0,0.0
1,29,23,8476423,3,23,3,even,8477495,BLOCKED_SHOT,50.0,-13.0
1,29,23,8471303,3,23,3,even,8478550,BLOCKED_SHOT,54.0,-26.0
4,29,23,8474584,4,23,3,even,8476432,BLOCKED_SHOT,60.0,6.0
4,29,23,8476884,4,23,3,even,8474685,BLOCKED_SHOT,68.0,0.0
0,52,10,8478408,0,10,1,even,8477940,BLOCKED_SHOT,65.0,-9.0
0,52,52,8470834,0,10,1,pp,8474581,BLOCKED_SHOT,-79.0,15.0
0,52,52,8476885,0,10,1,even,8475098,BLOCKED_SHOT,-73.0,13.0
0,52,52,8471669,0,10,1,even,8478408,BLOCKED_SHOT,-78.0,-1.0
0,52,52,8471218,0,10,1,even,8479458,BLOCKED_SHOT,-70.0,8.0
0,52,52,8476885,0,10,1,even,8477939,BLOCKED_SHOT,-72.0,-2.0
0,52,52,8479339,0,10,1,even,8477939,BLOCKED_SHOT,-57.0,-11.0
0,52,52,8477429,0,10,2,even,8479458,BLOCKED_SHOT,59.0,-14.0
0,52,52,8476460,1,10,2,even,8468493,BLOCKED_SHOT,49.0,21.0
0,52,10,8479458,1,10,2,even,8470834,BLOCKED_SHOT,-70.0,-1.0
0,52,10,8479318,1,10,2,even,8476885,BLOCKED_SHOT,-73.0,3.0
0,52,52,8479339,1,10,2,even,8475098,BLOCKED_SHOT,86.0,8.0
2,52,10,8475098,1,10,2,even,8476885,BLOCKED_SHOT,-71.0,5.0
2,52,52,8476392,1,10,2,even,8475098,BLOCKED_SHOT,87.0,-14.0
3,52,10,8468493,1,10,2,even,8476885,BLOCKED_SHOT,-79.0,9.0
3,52,52,8479293,1,10,3,even,8478483,BLOCKED_SHOT,-53.0,2.0
3,52,10,8477939,1,10,3,even,8478398,BLOCKED_SHOT,72.0,-4.0
3,52,52,8477429,1,10,3,sh,8474581,BLOCKED_SHOT,-82.0,7.0
3,52,52,8471218,1,10,3,sh,8478483,BLOCKED_SHOT,-60.0,16.0
3,52,10,8476853,1,10,3,even,8474574,BLOCKED_SHOT,54.0,-4.0
3,52,52,8476392,1,10,3,even,8476853,BLOCKED_SHOT,-71.0,1.0
0,2,1,8473546,0,1,1,even,8475314,BLOCKED_SHOT,-74.0,-13.0
1,2,2,8477527,0,1,1,even,8471233,BLOCKED_SHOT,66.0,-5.0
1,2,2,8474586,0,1,1,even,8472382,BLOCKED_SHOT,62.0,11.0
1,2,2,8476429,0,1,1,even,8474034,BLOCKED_SHOT,70.0,9.0
1,2,1,8476399,1,1,1,even,8476429,BLOCKED_SHOT,-48.0,30.0
1,2,1,8477509,1,1,1,even,8471217,BLOCKED_SHOT,-67.0,-10.0
1,2,1,8473546,1,1,1,even,8475166,BLOCKED_SHOT,-54.0,-3.0
1,2,2,8475869,2,1,2,even,8476474,BLOCKED_SHOT,-66.0,1.0
1,2,1,8476399,2,1,2,even,8470187,BLOCKED_SHOT,55.0,-15.0
1,2,2,8470187,2,1,2,even,8473546,BLOCKED_SHOT,-65.0,9.0
1,2,1,8475222,3,1,2,sh,8475166,BLOCKED_SHOT,78.0,-9.0
2,2,2,8475780,3,1,2,even,8473546,BLOCKED_SHOT,-82.0,-17.0
2,2,1,8476207,4,1,3,even,8477506,BLOCKED_SHOT,-53.0,13.0
2,2,1,8475222,4,1,3,even,8475780,BLOCKED_SHOT,-67.0,-16.0
2,2,1,8476207,4,1,3,even,8475869,BLOCKED_SHOT,-69.0,10.0
2,2,1,8477509,4,1,3,even,8477506,BLOCKED_SHOT,-76.0,11.0
3,2,1,8472382,4,1,3,even,8475181,BLOCKED_SHOT,-72.0,9.0
3,2,1,8476474,4,1,3,even,8477506,BLOCKED_SHOT,-74.0,-11.0
0,8,8,8477455,0,5,1,even,8474176,BLOCKED_SHOT,85.0,-12.0
0,8,8,8476948,0,5,1,even,8471724,BLOCKED_SHOT,60.0,1.0
0,8,8,8473673,0,5,1,even,8479944,BLOCKED_SHOT,82.0,14.0
0,8,8,8477901,0,5,1,even,8477591,BLOCKED_SHOT,61.0,-5.0
0,8,8,8477957,0,5,1,even,8471724,BLOCKED_SHOT,78.0,-4.0
1,8,8,8473507,2,5,1,sh,8473548,BLOCKED_SHOT,81.0,7.0
1,8,8,8475848,2,5,1,even,8471724,BLOCKED_SHOT,53.0,4.0
1,8,8,8475848,2,5,1,even,8476874,BLOCKED_SHOT,47.0,-8.0
1,8,8,8478454,2,5,1,even,8476874,BLOCKED_SHOT,81.0,6.0
1,8,5,8476874,3,5,1,even,8477476,BLOCKED_SHOT,-59.0,-9.0
1,8,5,8475772,3,5,1,even,8478454,BLOCKED_SHOT,-61.0,16.0
2,8,5,8471724,3,5,2,even,8477455,BLOCKED_SHOT,71.0,2.0
2,8,5,8474176,3,5,2,even,8477957,BLOCKED_SHOT,60.0,17.0
2,8,8,8473673,3,5,2,even,8473548,BLOCKED_SHOT,-63.0,19.0
2,8,5,8473548,3,5,2,pp,8475848,BLOCKED_SHOT,67.0,6.0
2,8,8,8473507,3,5,2,sh,8471724,BLOCKED_SHOT,-73.0,-2.0
2,8,5,8477839,3,5,2,even,8478004,BLOCKED_SHOT,58.0,-14.0
2,8,8,8473507,3,5,2,even,8471675,BLOCKED_SHOT,-80.0,-8.0
2,8,5,8476874,3,5,2,even,8477455,BLOCKED_SHOT,64.0,6.0
2,8,5,8471887,3,5,2,even,8476851,BLOCKED_SHOT,88.0,-8.0
2,8,5,8475772,3,5,2,even,8473507,BLOCKED_SHOT,70.0,-9.0
2,8,5,8471436,3,5,3,even,8477446,BLOCKED_SHOT,-69.0,5.0
2,8,5,8474602,4,5,3,pp,8477455,BLOCKED_SHOT,-61.0,-9.0
2,8,5,8475832,5,5,3,even,8473673,BLOCKED_SHOT,-46.0,-14.0
2,8,5,8475772,5,5,3,even,8473991,BLOCKED_SHOT,-64.0,-16.0
2,8,5,8477591,5,5,3,even,8478004,BLOCKED_SHOT,-67.0,8.0
2,8,5,8477404,5,5,3,even,8477957,BLOCKED_SHOT,-63.0,21.0
2,8,5,8477404,5,5,3,even,8478454,BLOCKED_SHOT,-39.0,23.0
0,3,3,8471686,0,12,1,sh,8478585,BLOCKED_SHOT,-82.0,10.0
0,3,12,8468508,0,12,1,even,8476303,BLOCKED_SHOT,41.0,8.0
0,3,3,8476303,0,12,1,even,8477496,BLOCKED_SHOT,-68.0,-12.0
0,3,3,8476303,0,12,2,even,8476958,BLOCKED_SHOT,80.0,6.0
0,3,12,8476958,0,12,2,even,8475184,BLOCKED_SHOT,-69.0,18.0
1,3,3,8475184,0,12,2,even,8476958,BLOCKED_SHOT,74.0,13.0
1,3,3,8480145,0,12,2,even,8476934,BLOCKED_SHOT,58.0,5.0
1,3,3,8476450,0,12,2,even,8476858,BLOCKED_SHOT,72.0,11.0
1,3,3,8476303,0,12,2,even,8468508,BLOCKED_SHOT,76.0,-10.0
1,3,12,8476403,0,12,2,even,8476450,BLOCKED_SHOT,-70.0,10.0
1,3,12,8475784,0,12,2,even,8475692,BLOCKED_SHOT,-52.0,-7.0
1,3,3,8480145,0,12,2,even,8476958,BLOCKED_SHOT,71.0,3.0
2,3,12,8477938,0,12,2,even,8475763,BLOCKED_SHOT,-62.0,2.0
2,3,12,8473533,0,12,2,even,8480145,BLOCKED_SHOT,-49.0,20.0
2,3,3,8476869,0,12,2,even,8470740,BLOCKED_SHOT,63.0,-16.0
2,3,3,8476459,0,12,2,even,8475753,BLOCKED_SHOT,63.0,-19.0
2,3,3,8476869,0,12,3,even,8477496,BLOCKED_SHOT,-82.0,-7.0
2,3,3,8477337,0,12,3,even,8478585,BLOCKED_SHOT,-78.0,-6.0
2,3,12,8470740,0,12,3,even,8476303,BLOCKED_SHOT,63.0,18.0
2,3,12,8477938,0,12,3,even,8480078,BLOCKED_SHOT,64.0,8.0
2,3,3,8476450,0,12,3,even,8476403,BLOCKED_SHOT,-73.0,24.0
2,3,3,8477337,0,12,3,even,8476858,BLOCKED_SHOT,-79.0,-5.0
2,3,3,8476303,1,12,3,even,8476858,BLOCKED_SHOT,-79.0,13.0
2,3,3,8471686,1,12,3,even,8477938,BLOCKED_SHOT,-76.0,-5.0
2,3,12,8476403,1,12,3,even,8475763,BLOCKED_SHOT,73.0,-9.0
2,3,3,8480145,1,12,3,even,8478396,BLOCKED_SHOT,-77.0,0.0
2,3,12,8475753,1,12,3,even,8477337,BLOCKED_SHOT,69.0,4.0
2,3,3,8474008,1,12,3,even,8477845,BLOCKED_SHOT,-45.0,26.0
2,3,3,8476459,1,12,3,even,8476882,BLOCKED_SHOT,-52.0,3.0
2,3,3,8475692,1,12,3,even,8478427,BLOCKED_SHOT,-49.0,-9.0
1,7,18,8475218,0,18,1,even,8478403,BLOCKED_SHOT,-42.0,1.0
1,7,18,8475176,1,18,1,even,8474618,BLOCKED_SHOT,-70.0,-5.0
1,7,18,8467370,1,18,1,even,8479268,BLOCKED_SHOT,-45.0,27.0
1,7,7,8478403,1,18,1,even,8474009,BLOCKED_SHOT,71.0,7.0
1,7,18,8474068,1,18,1,even,8478425,BLOCKED_SHOT,-35.0,-29.0
1,7,7,8473992,1,18,1,even,8478042,BLOCKED_SHOT,67.0,6.0
1,7,18,8467370,2,18,1,even,8474618,BLOCKED_SHOT,-36.0,-28.0
2,7,18,8474056,3,18,2,even,8478542,BLOCKED_SHOT,67.0,-10.0
3,7,7,8477933,3,18,2,even,8474068,BLOCKED_SHOT,-59.0,-14.0
6,7,18,8475766,4,18,3,even,8469506,BLOCKED_SHOT,-84.0,-6.0
6,7,7,8476293,4,18,3,sh,8475176,BLOCKED_SHOT,65.0,16.0
6,7,18,8474009,4,18,3,even,8477933,BLOCKED_SHOT,-46.0,6.0
7,7,7,8475728,4,18,3,even,8475225,BLOCKED_SHOT,76.0,-27.0
7,7,7,8477933,4,18,3,even,8474056,BLOCKED_SHOT,47.0,7.0
7,7,7,8477499,4,18,3,sh,8474056,BLOCKED_SHOT,66.0,-7.0
7,7,7,8475158,4,18,3,sh,8474056,BLOCKED_SHOT,59.0,-6.0
7,7,7,8479268,4,18,3,even,8474600,BLOCKED_SHOT,76.0,20.0
7,7,7,8475728,4,18,3,even,8475868,BLOCKED_SHOT,56.0,-25.0
0,30,30,8476463,0,25,1,even,8471228,BLOCKED_SHOT,-62.0,10.0
0,30,30,8476463,0,25,1,even,8477461,BLOCKED_SHOT,-32.0,-18.0
